"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"00501","HOLTSVILLE, NY","J",39,"J",255,"J",1015,4,"HOLTSVILLE","NY","SUFFOLK"
"01001","AGAWAM, MA","G",7935,"G",113562,"G",467164,469,"AGAWAM","MA","HAMPDEN"
"01002","AMHERST, MA","H",7572,"H",78480,"H",344066,503,"AMHERST","MA","HAMPSHIRE"
"01003","AMHERST, MA","G",264,"H",2622,"H",11727,18,"AMHERST","MA","HAMPSHIRE"
"01004","AMHERST, MA","J",154,"J",1184,"J",5662,6,"AMHERST","MA","HAMPSHIRE"
"01005","BARRE, MA","H",903,"H",9704,"H",40249,107,"BARRE","MA","WORCESTER"
"01007","BELCHERTOWN, MA","G",1790,"G",16985,"G",75784,235,"BELCHERTOWN","MA","HAMPSHIRE"
"01008","BLANDFORD, MA","J",126,"H",945,"H",4603,21,"BLANDFORD","MA","HAMPDEN"
"01009","BONDSVILLE, MA","H",106,"G",1158,"G",4690,13,"BONDSVILLE","MA","HAMPDEN"
"01010","BRIMFIELD, MA","G",500,"H",5969,"H",27910,90,"BRIMFIELD","MA","HAMPDEN"
"01011","CHESTER, MA","J",28,"G",285,"G",1201,9,"CHESTER","MA","HAMPDEN"
"01012","CHESTERFIELD, MA","H",72,"G",862,"G",3251,14,"CHESTERFIELD","MA","HAMPSHIRE"
"01013","CHICOPEE, MA","G",4769,"G",51401,"H",223455,305,"CHICOPEE","MA","HAMPDEN"
"01020","CHICOPEE, MA","G",8727,"G",102437,"G",429772,534,"CHICOPEE","MA","HAMPDEN"
"01021","CHICOPEE, MA","G",215,"G",1596,"G",6384,7,"CHICOPEE","MA","HAMPDEN"
"01022","CHICOPEE, MA","G",2876,"G",37533,"G",168147,70,"CHICOPEE","MA","HAMPDEN"
"01026","CUMMINGTON, MA","G",151,"G",1503,"H",6025,22,"CUMMINGTON","MA","HAMPSHIRE"
"01027","EASTHAMPTON, MA","H",3857,"H",45977,"H",196018,433,"EASTHAMPTON","MA","HAMPSHIRE"
"01028","EAST LONGMEADOW, MA","G",8210,"G",90058,"G",398816,522,"EAST LONGMEADOW","MA","HAMPDEN"
"01029","EAST OTIS, MA","H",134,"H",1418,"H",7005,15,"EAST OTIS","MA","BERKSHIRE"
"01030","FEEDING HILLS, MA","G",1353,"G",11469,"G",54005,227,"FEEDING HILLS","MA","HAMPDEN"
"01031","GILBERTVILLE, MA","J",115,"G",1466,"G",5491,19,"GILBERTVILLE","MA","WORCESTER"
"01032","GOSHEN, MA","J",120,"G",1186,"G",5486,25,"GOSHEN","MA","HAMPSHIRE"
"01033","GRANBY, MA","H",694,"G",6967,"G",33199,127,"GRANBY","MA","HAMPSHIRE"
"01034","GRANVILLE, MA","H",118,"H",1252,"H",6606,36,"GRANVILLE","MA","HAMPDEN"
"01035","HADLEY, MA","G",5337,"G",46869,"G",195950,311,"HADLEY","MA","HAMPSHIRE"
"01036","HAMPDEN, MA","G",978,"G",9454,"G",45800,114,"HAMPDEN","MA","HAMPDEN"
"01037","HARDWICK, MA","J",279,"J",3239,"J",16264,14,"HARDWICK","MA","WORCESTER"
"01038","HATFIELD, MA","H",1428,"H",19539,"H",80621,69,"HATFIELD","MA","HAMPSHIRE"
"01039","HAYDENVILLE, MA","J",263,"J",2977,"J",13030,35,"HAYDENVILLE","MA","HAMPSHIRE"
"01040","HOLYOKE, MA","G",16594,"G",216011,"G",886349,842,"HOLYOKE","MA","HAMPDEN"
"01041","HOLYOKE, MA","H",811,"H",11019,"H",49414,20,"HOLYOKE","MA","HAMPDEN"
"01050","HUNTINGTON, MA","G",201,"H",1628,"H",7565,35,"HUNTINGTON","MA","HAMPSHIRE"
"01053","LEEDS, MA","H",1675,"H",33138,"H",132176,35,"LEEDS","MA","HAMPSHIRE"
"01054","LEVERETT, MA","H",75,"G",652,"G",3122,28,"LEVERETT","MA","FRANKLIN"
"01056","LUDLOW, MA","G",4237,"G",47352,"G",225477,409,"LUDLOW","MA","HAMPDEN"
"01057","MONSON, MA","G",935,"G",9696,"G",46204,143,"MONSON","MA","HAMPDEN"
"01059","NORTH AMHERST, MA","G",50,"G",511,"G",2065,5,"NORTH AMHERST","MA","HAMPSHIRE"
"01060","NORTHAMPTON, MA","G",11583,"G",150026,"G",631586,687,"NORTHAMPTON","MA","HAMPSHIRE"
"01061","NORTHAMPTON, MA","G",129,"H",1360,"H",6686,21,"NORTHAMPTON","MA","HAMPSHIRE"
"01062","FLORENCE, MA","G",1747,"G",21307,"G",91232,210,"FLORENCE","MA","HAMPSHIRE"
"01066","NORTH HATFIELD, MA","J",58,"J",990,"J",4395,6,"NORTH HATFIELD","MA","HAMPSHIRE"
"01068","OAKHAM, MA","G",79,"H",870,"G",4990,35,"OAKHAM","MA","WORCESTER"
"01069","PALMER, MA","H",3358,"H",42868,"H",180168,245,"PALMER","MA","HAMPDEN"
"01070","PLAINFIELD, MA","J",14,"J",85,"H",585,9,"PLAINFIELD","MA","HAMPSHIRE"
"01071","RUSSELL, MA","G",122,"G",669,"G",3472,17,"RUSSELL","MA","HAMPDEN"
"01072","SHUTESBURY, MA","H",76,"H",431,"H",2136,17,"SHUTESBURY","MA","FRANKLIN"
"01073","SOUTHAMPTON, MA","G",1017,"H",10717,"H",47449,127,"SOUTHAMPTON","MA","HAMPSHIRE"
"01074","SOUTH BARRE, MA","J",49,"J",561,"J",3391,9,"SOUTH BARRE","MA","WORCESTER"
"01075","SOUTH HADLEY, MA","H",4366,"G",41440,"G",179995,300,"SOUTH HADLEY","MA","HAMPSHIRE"
"01077","SOUTHWICK, MA","G",2317,"G",22072,"G",100058,220,"SOUTHWICK","MA","HAMPDEN"
"01079","THORNDIKE, MA","G",42,"G",416,"G",2282,8,"THORNDIKE","MA","HAMPDEN"
"01080","THREE RIVERS, MA","G",301,"G",3422,"G",12818,39,"THREE RIVERS","MA","HAMPDEN"
"01081","WALES, MA","G",76,"G",522,"G",2201,21,"WALES","MA","HAMPDEN"
"01082","WARE, MA","G",2080,"H",25514,"H",98408,161,"WARE","MA","HAMPSHIRE"
"01083","WARREN, MA","H",331,"H",5296,"H",23233,38,"WARREN","MA","WORCESTER"
"01084","WEST CHESTERFIELD, MA","J",39,"J",408,"H",1915,3,"WEST CHESTERFIELD","MA","HAMPSHIRE"
"01085","WESTFIELD, MA","G",13869,"G",169022,"G",726743,842,"WESTFIELD","MA","HAMPDEN"
"01086","WESTFIELD, MA","H",705,"H",6652,"H",26642,15,"WESTFIELD","MA","HAMPDEN"
"01088","WEST HATFIELD, MA","G",359,"G",4081,"G",18963,30,"WEST HATFIELD","MA","HAMPSHIRE"
"01089","WEST SPRINGFIELD, MA","G",14980,"G",172895,"G",732854,921,"WEST SPRINGFIELD","MA","HAMPDEN"
"01090","WEST SPRINGFIELD, MA","G",111,"G",1447,"G",6778,17,"WEST SPRINGFIELD","MA","HAMPDEN"
"01092","WEST WARREN, MA","J",83,"J",663,"J",3010,16,"WEST WARREN","MA","WORCESTER"
"01093","WHATELY, MA","H",308,"H",4701,"H",19729,30,"WHATELY","MA","FRANKLIN"
"01095","WILBRAHAM, MA","G",4099,"G",40018,"G",176855,316,"WILBRAHAM","MA","HAMPDEN"
"01096","WILLIAMSBURG, MA","H",245,"G",2065,"G",9620,50,"WILLIAMSBURG","MA","HAMPSHIRE"
"01098","WORTHINGTON, MA","H",101,"J",1294,"H",5370,18,"WORTHINGTON","MA","HAMPSHIRE"
"01101","SPRINGFIELD, MA","J",234,"H",1321,"H",5840,14,"SPRINGFIELD","MA","HAMPDEN"
"01102","SPRINGFIELD, MA","J",2766,"J",44753,"J",186488,12,"SPRINGFIELD","MA","HAMPDEN"
"01103","SPRINGFIELD, MA","G",6318,"H",80691,"H",351776,384,"SPRINGFIELD","MA","HAMPDEN"
"01104","SPRINGFIELD, MA","H",15959,"H",272053,"H",1166673,519,"SPRINGFIELD","MA","HAMPDEN"
"01105","SPRINGFIELD, MA","G",4930,"G",56986,"G",245094,252,"SPRINGFIELD","MA","HAMPDEN"
"01106","LONGMEADOW, MA","H",3680,"H",35151,"H",154289,274,"LONGMEADOW","MA","HAMPDEN"
"01107","SPRINGFIELD, MA","G",2813,"G",46834,"G",215558,137,"SPRINGFIELD","MA","HAMPDEN"
"01108","SPRINGFIELD, MA","G",2093,"G",17614,"G",76850,236,"SPRINGFIELD","MA","HAMPDEN"
"01109","SPRINGFIELD, MA","H",6659,"H",52366,"H",225605,308,"SPRINGFIELD","MA","HAMPDEN"
"01111","SPRINGFIELD, MA","J",4324,"J",306492,"J",554528,8,"SPRINGFIELD","MA","HAMPDEN"
"01115","SPRINGFIELD, MA","G",975,"G",21557,"G",78972,44,"SPRINGFIELD","MA","HAMPDEN"
"01116","LONGMEADOW, MA","J",86,"J",3620,"J",14623,6,"LONGMEADOW","MA","HAMPDEN"
"01118","SPRINGFIELD, MA","G",1326,"G",12015,"G",49820,143,"SPRINGFIELD","MA","HAMPDEN"
"01119","SPRINGFIELD, MA","H",3491,"H",27070,"H",115281,167,"SPRINGFIELD","MA","HAMPDEN"
"01128","SPRINGFIELD, MA","G",894,"G",6125,"G",26171,47,"SPRINGFIELD","MA","HAMPDEN"
"01129","SPRINGFIELD, MA","G",1760,"G",12262,"G",50943,138,"SPRINGFIELD","MA","HAMPDEN"
"01138","SPRINGFIELD, MA","G",5,"G",55,"H",347,3,"SPRINGFIELD","MA","HAMPDEN"
"01144","SPRINGFIELD, MA","H",1096,"H",32872,"H",116002,44,"SPRINGFIELD","MA","HAMPDEN"
"01151","INDIAN ORCHARD, MA","G",1830,"H",30551,"G",116837,132,"INDIAN ORCHARD","MA","HAMPDEN"
"01199","SPRINGFIELD, MA","J",8176,"J",124206,"J",517044,7,"SPRINGFIELD","MA","HAMPDEN"
"01201","PITTSFIELD, MA","G",24281,"G",469611,"G",1877202,1279,"PITTSFIELD","MA","BERKSHIRE"
"01202","PITTSFIELD, MA","G",215,"H",4137,"H",15784,21,"PITTSFIELD","MA","BERKSHIRE"
"01220","ADAMS, MA","G",1442,"G",15699,"G",69912,151,"ADAMS","MA","BERKSHIRE"
"01222","ASHLEY FALLS, MA","J",47,"J",460,"J",2389,17,"ASHLEY FALLS","MA","BERKSHIRE"
"01223","BECKET, MA","H",169,"H",1992,"H",12659,42,"BECKET","MA","BERKSHIRE"
"01224","BERKSHIRE, MA","H",28,"G",311,"G",1013,3,"BERKSHIRE","MA","BERKSHIRE"
"01225","CHESHIRE, MA","H",423,"H",5313,"H",23402,56,"CHESHIRE","MA","BERKSHIRE"
"01226","DALTON, MA","H",1236,"H",22114,"H",76974,124,"DALTON","MA","BERKSHIRE"
"01227","DALTON, MA","H",26,"H",209,"H",1272,7,"DALTON","MA","BERKSHIRE"
"01229","GLENDALE, MA","J",33,"J",935,"J",6018,5,"GLENDALE","MA","BERKSHIRE"
"01230","GREAT BARRINGTON, MA","G",4607,"G",52751,"G",233181,418,"GREAT BARRINGTON","MA","BERKSHIRE"
"01235","HINSDALE, MA","H",171,"H",1696,"G",9029,48,"HINSDALE","MA","BERKSHIRE"
"01236","HOUSATONIC, MA","H",328,"J",3776,"H",16491,41,"HOUSATONIC","MA","BERKSHIRE"
"01237","LANESBOROUGH, MA","H",1269,"H",9298,"G",38366,100,"LANESBOROUGH","MA","BERKSHIRE"
"01238","LEE, MA","G",2535,"G",24657,"G",112958,242,"LEE","MA","BERKSHIRE"
"01240","LENOX, MA","G",3244,"G",33906,"G",152743,239,"LENOX","MA","BERKSHIRE"
"01242","LENOX DALE, MA","H",104,"H",1115,"H",5516,14,"LENOX DALE","MA","BERKSHIRE"
"01243","MIDDLEFIELD, MA","J",23,"J",229,"J",778,7,"MIDDLEFIELD","MA","HAMPSHIRE"
"01244","MILL RIVER, MA","J",88,"J",834,"J",3823,5,"MILL RIVER","MA","BERKSHIRE"
"01245","MONTEREY, MA","J",106,"J",738,"J",3501,16,"MONTEREY","MA","BERKSHIRE"
"01247","NORTH ADAMS, MA","G",3847,"G",36608,"G",157901,320,"NORTH ADAMS","MA","BERKSHIRE"
"01252","NORTH EGREMONT, MA","J",3,"J",45,"J",309,3,"NORTH EGREMONT","MA","BERKSHIRE"
"01253","OTIS, MA","H",135,"G",1256,"H",5564,27,"OTIS","MA","BERKSHIRE"
"01254","RICHMOND, MA","H",40,"G",418,"G",2416,19,"RICHMOND","MA","BERKSHIRE"
"01255","SANDISFIELD, MA","J",133,"J",1305,"J",6800,20,"SANDISFIELD","MA","BERKSHIRE"
"01256","SAVOY, MA","G",16,"G",151,"H",675,9,"SAVOY","MA","BERKSHIRE"
"01257","SHEFFIELD, MA","G",1152,"H",15052,"H",62818,119,"SHEFFIELD","MA","BERKSHIRE"
"01258","SOUTH EGREMONT, MA","H",474,"G",2861,"G",11568,30,"SOUTH EGREMONT","MA","BERKSHIRE"
"01259","SOUTHFIELD, MA","G",98,"H",1007,"G",6047,29,"SOUTHFIELD","MA","BERKSHIRE"
"01260","SOUTH LEE, MA","H",343,"H",5607,"H",20383,13,"SOUTH LEE","MA","BERKSHIRE"
"01262","STOCKBRIDGE, MA","G",1127,"G",12637,"G",57964,82,"STOCKBRIDGE","MA","BERKSHIRE"
"01266","WEST STOCKBRIDGE, MA","H",150,"G",1519,"H",9385,51,"WEST STOCKBRIDGE","MA","BERKSHIRE"
"01267","WILLIAMSTOWN, MA","H",3199,"G",48105,"G",221910,204,"WILLIAMSTOWN","MA","BERKSHIRE"
"01270","WINDSOR, MA","J",36,"J",387,"H",1951,15,"WINDSOR","MA","BERKSHIRE"
"01301","GREENFIELD, MA","G",7654,"G",82703,"G",357706,526,"GREENFIELD","MA","FRANKLIN"
"01302","GREENFIELD, MA","G",268,"G",5095,"H",17475,10,"GREENFIELD","MA","FRANKLIN"
"01330","ASHFIELD, MA","H",93,"G",742,"G",3288,30,"ASHFIELD","MA","FRANKLIN"
"01331","ATHOL, MA","G",3438,"G",32935,"G",135699,226,"ATHOL","MA","WORCESTER"
"01337","BERNARDSTON, MA","H",431,"H",4071,"H",18433,50,"BERNARDSTON","MA","FRANKLIN"
"01338","BUCKLAND, MA","H",62,"H",639,"H",2466,11,"BUCKLAND","MA","FRANKLIN"
"01339","CHARLEMONT, MA","J",406,"J",2523,"J",13903,29,"CHARLEMONT","MA","FRANKLIN"
"01340","COLRAIN, MA","G",143,"G",1612,"G",6152,22,"COLRAIN","MA","FRANKLIN"
"01341","CONWAY, MA","H",119,"G",1263,"G",6025,26,"CONWAY","MA","FRANKLIN"
"01342","DEERFIELD, MA","H",851,"H",11547,"H",50187,33,"DEERFIELD","MA","FRANKLIN"
"01344","ERVING, MA","H",242,"J",3148,"H",12826,21,"ERVING","MA","FRANKLIN"
"01346","HEATH, MA","H",24,"J",95,"J",425,4,"HEATH","MA","FRANKLIN"
"01349","MILLERS FALLS, MA","J",46,"H",334,"H",1741,9,"MILLERS FALLS","MA","FRANKLIN"
"01351","MONTAGUE, MA","J",95,"G",758,"G",3705,32,"MONTAGUE","MA","FRANKLIN"
"01354","GILL, MA","J",324,"H",2251,"H",10640,21,"GILL","MA","FRANKLIN"
"01355","NEW SALEM, MA","J",59,"J",481,"J",2356,18,"NEW SALEM","MA","FRANKLIN"
"01360","NORTHFIELD, MA","H",718,"G",8683,"H",40237,44,"NORTHFIELD","MA","FRANKLIN"
"01364","ORANGE, MA","H",1079,"G",11049,"G",47595,135,"ORANGE","MA","FRANKLIN"
"01366","PETERSHAM, MA","H",149,"H",1060,"H",4952,32,"PETERSHAM","MA","WORCESTER"
"01367","ROWE, MA","J",47,"J",1423,"J",5130,6,"ROWE","MA","FRANKLIN"
"01368","ROYALSTON, MA","J",37,"H",362,"H",1532,10,"ROYALSTON","MA","WORCESTER"
"01370","SHELBURNE FALLS, MA","H",573,"G",4894,"G",22075,133,"SHELBURNE FALLS","MA","FRANKLIN"
"01373","SOUTH DEERFIELD, MA","G",3342,"G",37883,"G",157600,150,"SOUTH DEERFIELD","MA","FRANKLIN"
"01375","SUNDERLAND, MA","H",644,"H",8172,"H",56226,52,"SUNDERLAND","MA","FRANKLIN"
"01376","TURNERS FALLS, MA","G",1539,"G",17962,"G",71436,95,"TURNERS FALLS","MA","FRANKLIN"
"01378","WARWICK, MA","J",8,"J",60,"H",302,3,"WARWICK","MA","FRANKLIN"
"01379","WENDELL, MA","J",18,"G",68,"G",374,9,"WENDELL","MA","FRANKLIN"
"01420","FITCHBURG, MA","G",9889,"G",105954,"G",470279,766,"FITCHBURG","MA","WORCESTER"
"01430","ASHBURNHAM, MA","G",556,"H",5876,"H",26039,94,"ASHBURNHAM","MA","WORCESTER"
"01431","ASHBY, MA","H",212,"H",3026,"G",13540,57,"ASHBY","MA","MIDDLESEX"
"01432","AYER, MA","G",4278,"G",73630,"G",312801,220,"AYER","MA","MIDDLESEX"
"01434","DEVENS, MA","G",4143,"G",92835,"G",363162,71,"DEVENS","MA","MIDDLESEX"
"01436","BALDWINVILLE, MA","H",462,"J",6999,"J",34840,29,"BALDWINVILLE","MA","WORCESTER"
"01438","EAST TEMPLETON, MA","H",236,"H",2722,"H",14483,17,"EAST TEMPLETON","MA","WORCESTER"
"01440","GARDNER, MA","G",6992,"G",88642,"G",367782,431,"GARDNER","MA","WORCESTER"
"01441","WESTMINSTER, MA","J",22,"J",111,"J",415,4,"WESTMINSTER","MA","WORCESTER"
"01450","GROTON, MA","G",1996,"G",23084,"G",105678,220,"GROTON","MA","MIDDLESEX"
"01451","HARVARD, MA","G",813,"G",12956,"G",52808,147,"HARVARD","MA","WORCESTER"
"01452","HUBBARDSTON, MA","H",349,"H",3870,"H",19364,57,"HUBBARDSTON","MA","WORCESTER"
"01453","LEOMINSTER, MA","G",18310,"G",205650,"G",858945,1179,"LEOMINSTER","MA","WORCESTER"
"01460","LITTLETON, MA","G",6160,"G",107772,"G",470072,311,"LITTLETON","MA","MIDDLESEX"
"01462","LUNENBURG, MA","G",2105,"G",27944,"G",121640,226,"LUNENBURG","MA","WORCESTER"
"01463","PEPPERELL, MA","G",1679,"G",18876,"G",86084,233,"PEPPERELL","MA","MIDDLESEX"
"01464","SHIRLEY, MA","G",1492,"G",19625,"G",91945,139,"SHIRLEY","MA","MIDDLESEX"
"01467","STILL RIVER, MA","J",9,"J",101,"J",550,3,"STILL RIVER","MA","WORCESTER"
"01468","TEMPLETON, MA","G",293,"G",3434,"G",15212,57,"TEMPLETON","MA","WORCESTER"
"01469","TOWNSEND, MA","G",1289,"H",12988,"H",54546,123,"TOWNSEND","MA","MIDDLESEX"
"01471","GROTON, MA","J",360,"J",7049,"J",23908,3,"GROTON","MA","MIDDLESEX"
"01472","WEST GROTON, MA","H",141,"H",1132,"H",5099,6,"WEST GROTON","MA","MIDDLESEX"
"01473","WESTMINSTER, MA","G",1472,"G",16414,"G",75745,199,"WESTMINSTER","MA","WORCESTER"
"01474","WEST TOWNSEND, MA","G",114,"G",1212,"G",6032,28,"WEST TOWNSEND","MA","MIDDLESEX"
"01475","WINCHENDON, MA","G",1045,"G",10003,"G",42865,148,"WINCHENDON","MA","WORCESTER"
"01501","AUBURN, MA","G",11878,"G",173833,"G",699359,623,"AUBURN","MA","WORCESTER"
"01503","BERLIN, MA","G",490,"G",5320,"G",27981,106,"BERLIN","MA","WORCESTER"
"01504","BLACKSTONE, MA","G",744,"G",8691,"G",39400,154,"BLACKSTONE","MA","WORCESTER"
"01505","BOYLSTON, MA","G",1188,"G",15968,"G",72692,130,"BOYLSTON","MA","WORCESTER"
"01506","BROOKFIELD, MA","G",283,"G",2159,"G",9273,54,"BROOKFIELD","MA","WORCESTER"
"01507","CHARLTON, MA","G",2711,"G",38139,"G",161232,251,"CHARLTON","MA","WORCESTER"
"01508","CHARLTON CITY, MA","H",277,"G",1881,"G",10113,28,"CHARLTON CITY","MA","WORCESTER"
"01509","CHARLTON DEPOT, MA","G",8,"J",126,"J",784,4,"CHARLTON DEPOT","MA","WORCESTER"
"01510","CLINTON, MA","G",3546,"G",45819,"H",246651,257,"CLINTON","MA","WORCESTER"
"01515","EAST BROOKFIELD, MA","G",377,"H",3874,"H",18739,51,"EAST BROOKFIELD","MA","WORCESTER"
"01516","DOUGLAS, MA","H",860,"H",9119,"H",43035,125,"DOUGLAS","MA","WORCESTER"
"01518","FISKDALE, MA","H",758,"H",8001,"H",34968,70,"FISKDALE","MA","WORCESTER"
"01519","GRAFTON, MA","J",1340,"J",16975,"J",72508,106,"GRAFTON","MA","WORCESTER"
"01520","HOLDEN, MA","G",3079,"G",34730,"G",149146,291,"HOLDEN","MA","WORCESTER"
"01521","HOLLAND, MA","H",72,"G",536,"G",2708,26,"HOLLAND","MA","HAMPDEN"
"01522","JEFFERSON, MA","G",128,"G",1416,"G",7652,42,"JEFFERSON","MA","WORCESTER"
"01523","LANCASTER, MA","G",2197,"G",26918,"G",127408,144,"LANCASTER","MA","WORCESTER"
"01524","LEICESTER, MA","H",1128,"H",10241,"H",41102,125,"LEICESTER","MA","WORCESTER"
"01525","LINWOOD, MA","H",85,"H",833,"H",3561,11,"LINWOOD","MA","WORCESTER"
"01526","MANCHAUG, MA","H",41,"H",392,"H",1673,12,"MANCHAUG","MA","WORCESTER"
"01527","MILLBURY, MA","G",4263,"G",41963,"G",179416,322,"MILLBURY","MA","WORCESTER"
"01529","MILLVILLE, MA","H",142,"H",1649,"H",7722,35,"MILLVILLE","MA","WORCESTER"
"01531","NEW BRAINTREE, MA","G",58,"H",443,"H",2683,18,"NEW BRAINTREE","MA","WORCESTER"
"01532","NORTHBOROUGH, MA","G",7953,"G",121726,"G",484991,530,"NORTHBOROUGH","MA","WORCESTER"
"01534","NORTHBRIDGE, MA","G",771,"H",10192,"G",41710,79,"NORTHBRIDGE","MA","WORCESTER"
"01535","NORTH BROOKFIELD, MA","H",852,"H",11663,"H",43700,82,"NORTH BROOKFIELD","MA","WORCESTER"
"01536","NORTH GRAFTON, MA","H",2162,"H",32071,"H",139387,171,"NORTH GRAFTON","MA","WORCESTER"
"01537","NORTH OXFORD, MA","H",853,"H",10857,"G",49114,71,"NORTH OXFORD","MA","WORCESTER"
"01538","NORTH UXBRIDGE, MA","J",76,"J",751,"J",3164,10,"NORTH UXBRIDGE","MA","WORCESTER"
"01540","OXFORD, MA","H",4455,"H",122546,"H",335213,236,"OXFORD","MA","WORCESTER"
"01541","PRINCETON, MA","H",985,"H",6019,"H",26505,73,"PRINCETON","MA","WORCESTER"
"01542","ROCHDALE, MA","J",528,"H",7462,"H",33205,36,"ROCHDALE","MA","WORCESTER"
"01543","RUTLAND, MA","H",1035,"H",12018,"H",54258,136,"RUTLAND","MA","WORCESTER"
"01545","SHREWSBURY, MA","G",13530,"G",176170,"G",713080,851,"SHREWSBURY","MA","WORCESTER"
"01550","SOUTHBRIDGE, MA","G",5209,"G",65611,"G",265536,311,"SOUTHBRIDGE","MA","WORCESTER"
"01560","SOUTH GRAFTON, MA","H",374,"H",4091,"H",18864,76,"SOUTH GRAFTON","MA","WORCESTER"
"01561","SOUTH LANCASTER, MA","J",346,"H",3760,"H",16576,15,"SOUTH LANCASTER","MA","WORCESTER"
"01562","SPENCER, MA","G",2630,"G",36026,"G",152566,220,"SPENCER","MA","WORCESTER"
"01564","STERLING, MA","G",2342,"G",29855,"G",134320,201,"STERLING","MA","WORCESTER"
"01566","STURBRIDGE, MA","G",3671,"G",37614,"G",160171,253,"STURBRIDGE","MA","WORCESTER"
"01568","UPTON, MA","G",746,"G",7152,"G",35717,179,"UPTON","MA","WORCESTER"
"01569","UXBRIDGE, MA","G",3920,"G",49445,"G",219977,297,"UXBRIDGE","MA","WORCESTER"
"01570","WEBSTER, MA","H",6887,"H",92034,"H",340408,364,"WEBSTER","MA","WORCESTER"
"01571","DUDLEY, MA","H",2618,"H",25367,"H",114595,168,"DUDLEY","MA","WORCESTER"
"01581","WESTBOROUGH, MA","G",30829,"G",609207,"G",2584469,965,"WESTBOROUGH","MA","WORCESTER"
"01583","WEST BOYLSTON, MA","G",4589,"G",46389,"G",197077,271,"WEST BOYLSTON","MA","WORCESTER"
"01585","WEST BROOKFIELD, MA","G",723,"G",7694,"G",35505,85,"WEST BROOKFIELD","MA","WORCESTER"
"01588","WHITINSVILLE, MA","G",3061,"G",41609,"G",151495,250,"WHITINSVILLE","MA","WORCESTER"
"01590","SUTTON, MA","G",2909,"G",31885,"G",149325,214,"SUTTON","MA","WORCESTER"
"01601","WORCESTER, MA","H",692,"H",10399,"H",37442,15,"WORCESTER","MA","WORCESTER"
"01602","WORCESTER, MA","G",2545,"G",24453,"G",108674,319,"WORCESTER","MA","WORCESTER"
"01603","WORCESTER, MA","G",6646,"G",66945,"G",315403,429,"WORCESTER","MA","WORCESTER"
"01604","WORCESTER, MA","G",11795,"G",214698,"G",906492,752,"WORCESTER","MA","WORCESTER"
"01605","WORCESTER, MA","H",19990,"H",336166,"H",1343549,602,"WORCESTER","MA","WORCESTER"
"01606","WORCESTER, MA","G",8715,"G",116260,"G",494497,444,"WORCESTER","MA","WORCESTER"
"01607","WORCESTER, MA","H",4002,"H",43388,"H",190348,143,"WORCESTER","MA","WORCESTER"
"01608","WORCESTER, MA","G",11611,"G",235559,"G",937409,514,"WORCESTER","MA","WORCESTER"
"01609","WORCESTER, MA","H",10176,"G",102262,"G",435476,489,"WORCESTER","MA","WORCESTER"
"01610","WORCESTER, MA","G",9362,"G",96787,"G",412988,370,"WORCESTER","MA","WORCESTER"
"01611","CHERRY VALLEY, MA","J",267,"H",3031,"H",13864,36,"CHERRY VALLEY","MA","WORCESTER"
"01612","PAXTON, MA","J",847,"H",7141,"H",32223,72,"PAXTON","MA","WORCESTER"
"01613","WORCESTER, MA","G",224,"H",4121,"H",14407,21,"WORCESTER","MA","WORCESTER"
"01615","WORCESTER, MA","G",856,"H",15071,"H",55562,11,"WORCESTER","MA","WORCESTER"
"01653","WORCESTER, MA","J",1864,"J",107676,"J",251659,6,"WORCESTER","MA","WORCESTER"
"01655","WORCESTER, MA","J",180,"H",1578,"H",6528,11,"WORCESTER","MA","WORCESTER"
"01701","FRAMINGHAM, MA","G",28790,"G",650466,"H",3344237,1186,"FRAMINGHAM","MA","MIDDLESEX"
"01702","FRAMINGHAM, MA","G",12825,"G",251926,"G",1055248,919,"FRAMINGHAM","MA","MIDDLESEX"
"01703","FRAMINGHAM, MA","G",19,"J",272,"H",1156,5,"FRAMINGHAM","MA","MIDDLESEX"
"01704","FRAMINGHAM, MA","J",20,"J",135,"J",566,5,"FRAMINGHAM","MA","MIDDLESEX"
"01718","ACTON, MA","G",9,"G",118,"G",629,3,"ACTON","MA","MIDDLESEX"
"01719","BOXBOROUGH, MA","G",3908,"H",153341,"G",572002,147,"BOXBOROUGH","MA","MIDDLESEX"
"01720","ACTON, MA","G",10391,"H",222598,"G",802692,709,"ACTON","MA","MIDDLESEX"
"01721","ASHLAND, MA","G",4881,"G",59315,"G",247110,431,"ASHLAND","MA","MIDDLESEX"
"01730","BEDFORD, MA","G",23264,"G",747217,"G",2757136,561,"BEDFORD","MA","MIDDLESEX"
"01731","HANSCOM AFB, MA","J",188,"H",4347,"H",18389,16,"HANSCOM AFB","MA","MIDDLESEX"
"01740","BOLTON, MA","G",845,"G",20478,"G",78127,119,"BOLTON","MA","WORCESTER"
"01741","CARLISLE, MA","G",559,"H",8807,"G",43039,106,"CARLISLE","MA","MIDDLESEX"
"01742","CONCORD, MA","G",10850,"G",211343,"G",921476,792,"CONCORD","MA","MIDDLESEX"
"01745","FAYVILLE, MA","H",345,"G",4085,"G",17196,15,"FAYVILLE","MA","WORCESTER"
"01746","HOLLISTON, MA","G",5583,"H",104012,"G",457135,405,"HOLLISTON","MA","MIDDLESEX"
