"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"12784","THOMPSONVILLE, NY","J",169,"J",1900,"J",8509,4,"THOMPSONVILLE","NY","SULLIVAN"
"12785","WESTBROOKVILLE, NY","G",32,"H",238,"G",1056,9,"WESTBROOKVILLE","NY","SULLIVAN"
"12786","WHITE LAKE, NY","J",114,"G",941,"G",5535,28,"WHITE LAKE","NY","SULLIVAN"
"12787","WHITE SULPHUR SPRINGS, NY","G",25,"H",178,"H",1001,8,"WHITE SULPHUR SPRINGS","NY","SULLIVAN"
"12788","WOODBOURNE, NY","J",251,"G",2810,"G",14045,53,"WOODBOURNE","NY","SULLIVAN"
"12789","WOODRIDGE, NY","H",420,"J",4817,"H",22641,51,"WOODRIDGE","NY","SULLIVAN"
"12790","WURTSBORO, NY","H",676,"H",5924,"H",30135,69,"WURTSBORO","NY","SULLIVAN"
"12791","YOUNGSVILLE, NY","J",202,"H",1604,"H",8136,15,"YOUNGSVILLE","NY","SULLIVAN"
"12792","YULAN, NY","J",26,"H",300,"H",1407,7,"YULAN","NY","SULLIVAN"
"12801","GLENS FALLS, NY","H",10857,"H",150685,"H",648250,535,"GLENS FALLS","NY","WARREN"
"12803","SOUTH GLENS FALLS, NY","G",1547,"H",18086,"G",78313,155,"SOUTH GLENS FALLS","NY","SARATOGA"
"12804","QUEENSBURY, NY","G",13193,"G",148092,"G",648983,819,"QUEENSBURY","NY","WARREN"
"12808","ADIRONDACK, NY","J",13,"G",107,"G",589,6,"ADIRONDACK","NY","WARREN"
"12809","ARGYLE, NY","G",719,"G",8497,"G",38563,52,"ARGYLE","NY","WASHINGTON"
"12811","BAKERS MILLS, NY","G",6,"G",17,"H",107,3,"BAKERS MILLS","NY","WARREN"
"12812","BLUE MOUNTAIN LAKE, NY","H",80,"H",760,"H",4711,12,"BLUE MOUNTAIN LAKE","NY","HAMILTON"
"12814","BOLTON LANDING, NY","G",534,"G",3840,"G",31156,85,"BOLTON LANDING","NY","WARREN"
"12815","BRANT LAKE, NY","H",109,"G",1125,"G",7295,24,"BRANT LAKE","NY","WARREN"
"12816","CAMBRIDGE, NY","G",619,"G",5370,"G",23673,99,"CAMBRIDGE","NY","WASHINGTON"
"12817","CHESTERTOWN, NY","G",387,"G",3504,"G",16585,74,"CHESTERTOWN","NY","WARREN"
"12820","CLEVERDALE, NY","J",22,"G",146,"G",850,5,"CLEVERDALE","NY","WARREN"
"12822","CORINTH, NY","H",498,"G",4982,"G",22179,94,"CORINTH","NY","SARATOGA"
"12823","COSSAYUNA, NY","G",1,"G",1,"H",64,3,"COSSAYUNA","NY","WASHINGTON"
"12824","DIAMOND POINT, NY","J",69,"H",527,"H",5586,29,"DIAMOND POINT","NY","WARREN"
"12827","FORT ANN, NY","H",331,"G",2728,"G",13800,63,"FORT ANN","NY","WASHINGTON"
"12828","FORT EDWARD, NY","G",2328,"G",28183,"G",117747,155,"FORT EDWARD","NY","WASHINGTON"
"12831","GANSEVOORT, NY","G",3908,"G",57767,"G",261794,251,"GANSEVOORT","NY","SARATOGA"
"12832","GRANVILLE, NY","G",1217,"G",12612,"G",55296,98,"GRANVILLE","NY","WASHINGTON"
"12833","GREENFIELD CENTER, NY","G",390,"G",3240,"G",15657,76,"GREENFIELD CENTER","NY","SARATOGA"
"12834","GREENWICH, NY","G",2118,"H",26542,"H",108560,181,"GREENWICH","NY","WASHINGTON"
"12835","HADLEY, NY","G",122,"G",1186,"H",6736,32,"HADLEY","NY","SARATOGA"
"12836","HAGUE, NY","J",52,"G",387,"H",2520,17,"HAGUE","NY","WARREN"
"12837","HAMPTON, NY","J",6,"J",84,"J",285,4,"HAMPTON","NY","WASHINGTON"
"12838","HARTFORD, NY","H",38,"H",245,"G",1246,6,"HARTFORD","NY","WASHINGTON"
"12839","HUDSON FALLS, NY","H",1437,"H",13891,"G",64478,236,"HUDSON FALLS","NY","WASHINGTON"
"12841","HULETTS LANDING, NY","G",4,"J",33,"G",329,5,"HULETTS LANDING","NY","WASHINGTON"
"12842","INDIAN LAKE, NY","G",167,"G",869,"G",4732,33,"INDIAN LAKE","NY","HAMILTON"
"12843","JOHNSBURG, NY","J",18,"J",180,"H",1042,9,"JOHNSBURG","NY","WARREN"
"12844","KATTSKILL BAY, NY","H",23,"H",264,"H",1908,7,"KATTSKILL BAY","NY","WARREN"
"12845","LAKE GEORGE, NY","G",2141,"G",15642,"G",94515,342,"LAKE GEORGE","NY","WARREN"
"12846","LAKE LUZERNE, NY","G",247,"G",2336,"G",12343,66,"LAKE LUZERNE","NY","WARREN"
"12847","LONG LAKE, NY","G",117,"G",932,"G",4981,32,"LONG LAKE","NY","HAMILTON"
"12849","MIDDLE GRANVILLE, NY","H",310,"H",2609,"H",8926,15,"MIDDLE GRANVILLE","NY","WASHINGTON"
"12850","MIDDLE GROVE, NY","G",230,"H",2263,"H",10884,43,"MIDDLE GROVE","NY","SARATOGA"
"12851","MINERVA, NY","H",31,"H",210,"H",1705,10,"MINERVA","NY","ESSEX"
"12852","NEWCOMB, NY","H",22,"G",113,"G",559,12,"NEWCOMB","NY","ESSEX"
"12853","NORTH CREEK, NY","H",375,"H",2953,"H",11433,51,"NORTH CREEK","NY","WARREN"
"12855","NORTH HUDSON, NY","G",62,"G",749,"G",4007,8,"NORTH HUDSON","NY","ESSEX"
"12856","NORTH RIVER, NY","J",113,"J",1495,"H",6840,10,"NORTH RIVER","NY","WARREN"
"12857","OLMSTEDVILLE, NY","J",40,"G",344,"G",1763,10,"OLMSTEDVILLE","NY","ESSEX"
"12859","PORTER CORNERS, NY","G",74,"H",675,"H",3456,16,"PORTER CORNERS","NY","SARATOGA"
"12860","POTTERSVILLE, NY","J",463,"J",3240,"J",14783,14,"POTTERSVILLE","NY","WARREN"
"12861","PUTNAM STATION, NY","G",20,"H",192,"J",1410,7,"PUTNAM STATION","NY","WASHINGTON"
"12863","ROCK CITY FALLS, NY","J",61,"J",596,"J",3600,4,"ROCK CITY FALLS","NY","SARATOGA"
"12865","SALEM, NY","H",299,"H",2830,"G",13877,57,"SALEM","NY","WASHINGTON"
"12866","SARATOGA SPRINGS, NY","G",26736,"G",340911,"G",1477548,1556,"SARATOGA SPRINGS","NY","SARATOGA"
"12870","SCHROON LAKE, NY","J",271,"H",2452,"H",11473,63,"SCHROON LAKE","NY","ESSEX"
"12871","SCHUYLERVILLE, NY","H",334,"G",2945,"H",14645,90,"SCHUYLERVILLE","NY","SARATOGA"
"12873","SHUSHAN, NY","J",30,"J",256,"J",1024,9,"SHUSHAN","NY","WASHINGTON"
"12874","SILVER BAY, NY","G",98,"G",1076,"G",7034,6,"SILVER BAY","NY","WARREN"
"12878","STONY CREEK, NY","J",11,"G",55,"H",313,6,"STONY CREEK","NY","WARREN"
"12883","TICONDEROGA, NY","H",2024,"J",36244,"J",138962,124,"TICONDEROGA","NY","ESSEX"
"12885","WARRENSBURG, NY","H",1007,"H",8937,"H",42199,112,"WARRENSBURG","NY","WARREN"
"12886","WEVERTOWN, NY","G",29,"G",296,"G",1533,6,"WEVERTOWN","NY","WARREN"
"12887","WHITEHALL, NY","G",661,"H",5614,"H",26773,80,"WHITEHALL","NY","WASHINGTON"
"12901","PLATTSBURGH, NY","G",20474,"G",219616,"G",938835,1032,"PLATTSBURGH","NY","CLINTON"
"12903","PLATTSBURGH, NY","G",1635,"H",20233,"G",85119,63,"PLATTSBURGH","NY","CLINTON"
"12910","ALTONA, NY","H",49,"G",360,"G",2079,16,"ALTONA","NY","CLINTON"
"12912","AU SABLE FORKS, NY","H",591,"J",16934,"J",70446,44,"AU SABLE FORKS","NY","CLINTON"
"12913","BLOOMINGDALE, NY","G",50,"G",412,"G",1900,14,"BLOOMINGDALE","NY","ESSEX"
"12915","BRAINARDSVILLE, NY","J",6,"J",14,"G",86,3,"BRAINARDSVILLE","NY","FRANKLIN"
"12916","BRUSHTON, NY","H",114,"G",934,"G",4413,23,"BRUSHTON","NY","FRANKLIN"
"12917","BURKE, NY","G",73,"H",626,"H",3393,18,"BURKE","NY","FRANKLIN"
"12918","CADYVILLE, NY","J",94,"J",667,"H",3015,22,"CADYVILLE","NY","CLINTON"
"12919","CHAMPLAIN, NY","G",1778,"G",19788,"G",76650,123,"CHAMPLAIN","NY","CLINTON"
"12920","CHATEAUGAY, NY","G",299,"H",3325,"H",14580,32,"CHATEAUGAY","NY","FRANKLIN"
"12921","CHAZY, NY","H",272,"H",2895,"H",13424,45,"CHAZY","NY","CLINTON"
"12923","CHURUBUSCO, NY","H",26,"H",821,"G",3060,5,"CHURUBUSCO","NY","CLINTON"
"12924","KEESEVILLE, NY","J",7,"H",42,"J",598,4,"KEESEVILLE","NY","CLINTON"
"12926","CONSTABLE, NY","H",26,"H",204,"H",1801,15,"CONSTABLE","NY","FRANKLIN"
"12927","CRANBERRY LAKE, NY","J",11,"J",63,"H",311,4,"CRANBERRY LAKE","NY","ST. LAWRENCE"
"12928","CROWN POINT, NY","G",122,"G",1583,"G",6464,29,"CROWN POINT","NY","ESSEX"
"12929","DANNEMORA, NY","H",147,"H",949,"H",3933,24,"DANNEMORA","NY","CLINTON"
"12930","DICKINSON CENTER, NY","G",27,"G",173,"G",937,6,"DICKINSON CENTER","NY","FRANKLIN"
"12932","ELIZABETHTOWN, NY","G",751,"H",10557,"H",43449,57,"ELIZABETHTOWN","NY","ESSEX"
"12934","ELLENBURG CENTER, NY","J",28,"J",161,"H",831,10,"ELLENBURG CENTER","NY","CLINTON"
"12935","ELLENBURG DEPOT, NY","J",67,"H",735,"H",3113,13,"ELLENBURG DEPOT","NY","CLINTON"
"12936","ESSEX, NY","H",78,"H",788,"H",3764,25,"ESSEX","NY","ESSEX"
"12937","FORT COVINGTON, NY","J",77,"H",571,"G",2660,20,"FORT COVINGTON","NY","FRANKLIN"
"12939","GABRIELS, NY","G",10,"G",107,"H",486,3,"GABRIELS","NY","FRANKLIN"
"12941","JAY, NY","H",145,"H",1494,"H",7614,28,"JAY","NY","ESSEX"
"12942","KEENE, NY","G",190,"H",1605,"H",8005,38,"KEENE","NY","ESSEX"
"12943","KEENE VALLEY, NY","H",164,"H",1552,"G",8244,28,"KEENE VALLEY","NY","ESSEX"
"12944","KEESEVILLE, NY","G",487,"G",4285,"H",22279,91,"KEESEVILLE","NY","CLINTON"
"12945","LAKE CLEAR, NY","H",49,"J",484,"H",2604,14,"LAKE CLEAR","NY","FRANKLIN"
"12946","LAKE PLACID, NY","G",3125,"G",30134,"G",131472,352,"LAKE PLACID","NY","ESSEX"
"12950","LEWIS, NY","J",79,"H",845,"H",3890,17,"LEWIS","NY","ESSEX"
"12953","MALONE, NY","G",4607,"G",45935,"G",199606,318,"MALONE","NY","FRANKLIN"
"12955","LYON MOUNTAIN, NY","G",28,"H",221,"H",1063,5,"LYON MOUNTAIN","NY","CLINTON"
"12956","MINEVILLE, NY","J",76,"H",717,"H",2901,10,"MINEVILLE","NY","ESSEX"
"12957","MOIRA, NY","H",101,"G",754,"G",3711,20,"MOIRA","NY","FRANKLIN"
"12958","MOOERS, NY","J",165,"J",1632,"J",8038,23,"MOOERS","NY","CLINTON"
"12959","MOOERS FORKS, NY","H",20,"G",250,"G",1174,6,"MOOERS FORKS","NY","CLINTON"
"12960","MORIAH, NY","J",15,"H",30,"H",619,8,"MORIAH","NY","ESSEX"
"12962","MORRISONVILLE, NY","H",391,"H",3809,"H",17557,53,"MORRISONVILLE","NY","CLINTON"
"12965","NICHOLVILLE, NY","J",153,"H",1845,"H",8993,10,"NICHOLVILLE","NY","ST. LAWRENCE"
"12966","NORTH BANGOR, NY","H",118,"G",1019,"H",5212,26,"NORTH BANGOR","NY","FRANKLIN"
"12967","NORTH LAWRENCE, NY","H",133,"J",2150,"J",8241,10,"NORTH LAWRENCE","NY","ST. LAWRENCE"
"12970","PAUL SMITHS, NY","H",416,"H",2967,"H",13297,13,"PAUL SMITHS","NY","FRANKLIN"
"12972","PERU, NY","G",474,"G",3896,"G",19710,74,"PERU","NY","CLINTON"
"12974","PORT HENRY, NY","J",367,"H",3204,"H",13690,46,"PORT HENRY","NY","ESSEX"
"12976","RAINBOW LAKE, NY","J",13,"H",137,"H",637,6,"RAINBOW LAKE","NY","FRANKLIN"
"12977","RAY BROOK, NY","G",114,"G",1137,"G",5161,14,"RAY BROOK","NY","ESSEX"
"12978","REDFORD, NY","H",22,"J",119,"H",552,4,"REDFORD","NY","CLINTON"
"12979","ROUSES POINT, NY","G",561,"G",5534,"G",22362,48,"ROUSES POINT","NY","CLINTON"
"12980","SAINT REGIS FALLS, NY","G",53,"G",368,"G",1748,16,"SAINT REGIS FALLS","NY","FRANKLIN"
"12981","SARANAC, NY","G",63,"H",411,"G",1643,20,"SARANAC","NY","CLINTON"
"12983","SARANAC LAKE, NY","G",2780,"H",34408,"H",154118,278,"SARANAC LAKE","NY","FRANKLIN"
"12985","SCHUYLER FALLS, NY","G",27,"G",183,"G",973,15,"SCHUYLER FALLS","NY","CLINTON"
"12986","TUPPER LAKE, NY","H",971,"H",9689,"H",42670,139,"TUPPER LAKE","NY","FRANKLIN"
"12987","UPPER JAY, NY","H",32,"G",210,"G",941,8,"UPPER JAY","NY","ESSEX"
"12989","VERMONTVILLE, NY","J",17,"H",173,"H",939,10,"VERMONTVILLE","NY","FRANKLIN"
"12992","WEST CHAZY, NY","G",235,"G",2114,"G",11033,67,"WEST CHAZY","NY","CLINTON"
"12993","WESTPORT, NY","H",281,"G",2803,"G",15010,56,"WESTPORT","NY","ESSEX"
"12996","WILLSBORO, NY","H",335,"H",3656,"H",16123,46,"WILLSBORO","NY","ESSEX"
"12997","WILMINGTON, NY","H",372,"H",2817,"G",11518,49,"WILMINGTON","NY","ESSEX"
"13021","AUBURN, NY","G",13632,"G",152821,"G",655772,943,"AUBURN","NY","CAYUGA"
"13022","AUBURN, NY","J",126,"J",1382,"J",6343,7,"AUBURN","NY","CAYUGA"
"13026","AURORA, NY","J",844,"J",7356,"J",41041,38,"AURORA","NY","CAYUGA"
"13027","BALDWINSVILLE, NY","G",6217,"G",62862,"G",281887,502,"BALDWINSVILLE","NY","ONONDAGA"
"13028","BERNHARDS BAY, NY","G",62,"H",534,"H",2355,15,"BERNHARDS BAY","NY","OSWEGO"
"13029","BREWERTON, NY","G",853,"G",8974,"G",44963,121,"BREWERTON","NY","ONONDAGA"
"13030","BRIDGEPORT, NY","H",415,"H",3286,"H",15724,53,"BRIDGEPORT","NY","ONONDAGA"
"13031","CAMILLUS, NY","G",3996,"G",35393,"G",154036,348,"CAMILLUS","NY","ONONDAGA"
"13032","CANASTOTA, NY","G",1734,"G",19846,"G",86404,196,"CANASTOTA","NY","MADISON"
"13033","CATO, NY","H",339,"H",2395,"H",11546,59,"CATO","NY","CAYUGA"
"13034","CAYUGA, NY","G",27,"H",203,"H",908,14,"CAYUGA","NY","CAYUGA"
"13035","CAZENOVIA, NY","H",2576,"H",28522,"H",125917,213,"CAZENOVIA","NY","MADISON"
"13036","CENTRAL SQUARE, NY","G",1620,"G",14816,"G",62637,202,"CENTRAL SQUARE","NY","OSWEGO"
"13037","CHITTENANGO, NY","G",1310,"H",12294,"H",58449,149,"CHITTENANGO","NY","MADISON"
"13039","CICERO, NY","G",7232,"G",66523,"G",284367,461,"CICERO","NY","ONONDAGA"
"13040","CINCINNATUS, NY","H",158,"G",1122,"G",5442,33,"CINCINNATUS","NY","CORTLAND"
"13041","CLAY, NY","H",1519,"H",10719,"H",48780,138,"CLAY","NY","ONONDAGA"
"13042","CLEVELAND, NY","G",102,"H",426,"G",1738,21,"CLEVELAND","NY","OSWEGO"
"13044","CONSTANTIA, NY","G",297,"G",2565,"G",12286,44,"CONSTANTIA","NY","OSWEGO"
"13045","CORTLAND, NY","G",11767,"H",121174,"G",523836,685,"CORTLAND","NY","CORTLAND"
"13052","DE RUYTER, NY","H",165,"H",1190,"H",4997,29,"DE RUYTER","NY","MADISON"
"13053","DRYDEN, NY","G",862,"H",9542,"G",37293,96,"DRYDEN","NY","TOMPKINS"
"13054","DURHAMVILLE, NY","G",48,"G",346,"G",2184,20,"DURHAMVILLE","NY","ONEIDA"
"13057","EAST SYRACUSE, NY","G",25425,"G",432375,"G",1691902,1026,"EAST SYRACUSE","NY","ONONDAGA"
"13060","ELBRIDGE, NY","G",508,"G",4212,"G",19534,65,"ELBRIDGE","NY","ONONDAGA"
"13061","ERIEVILLE, NY","H",42,"H",292,"H",1644,13,"ERIEVILLE","NY","MADISON"
"13063","FABIUS, NY","J",110,"H",892,"H",4217,24,"FABIUS","NY","ONONDAGA"
"13064","FAIR HAVEN, NY","G",82,"G",296,"G",2065,23,"FAIR HAVEN","NY","CAYUGA"
"13065","FAYETTE, NY","J",21,"J",244,"J",1630,3,"FAYETTE","NY","SENECA"
"13066","FAYETTEVILLE, NY","G",5215,"G",43782,"G",210018,403,"FAYETTEVILLE","NY","ONONDAGA"
"13068","FREEVILLE, NY","H",955,"H",10570,"H",46265,74,"FREEVILLE","NY","TOMPKINS"
"13069","FULTON, NY","G",4974,"G",53801,"G",224608,436,"FULTON","NY","OSWEGO"
"13071","GENOA, NY","G",110,"G",1007,"G",4829,19,"GENOA","NY","CAYUGA"
"13072","GEORGETOWN, NY","J",16,"H",108,"H",549,5,"GEORGETOWN","NY","MADISON"
"13073","GROTON, NY","H",542,"G",4747,"G",21693,81,"GROTON","NY","TOMPKINS"
"13074","HANNIBAL, NY","G",280,"H",2625,"H",13565,53,"HANNIBAL","NY","OSWEGO"
"13076","HASTINGS, NY","G",124,"H",946,"H",4625,32,"HASTINGS","NY","OSWEGO"
"13077","HOMER, NY","H",608,"G",6082,"G",27704,116,"HOMER","NY","CORTLAND"
"13078","JAMESVILLE, NY","G",2632,"G",22037,"G",110722,164,"JAMESVILLE","NY","ONONDAGA"
"13080","JORDAN, NY","H",380,"H",5180,"H",24101,47,"JORDAN","NY","ONONDAGA"
"13081","KING FERRY, NY","H",109,"H",693,"G",3380,22,"KING FERRY","NY","CAYUGA"
"13082","KIRKVILLE, NY","G",274,"H",3218,"H",14733,49,"KIRKVILLE","NY","ONONDAGA"
"13083","LACONA, NY","G",147,"G",1467,"G",6634,23,"LACONA","NY","OSWEGO"
"13084","LA FAYETTE, NY","J",486,"H",4448,"H",21857,82,"LA FAYETTE","NY","ONONDAGA"
"13087","LITTLE YORK, NY","J",24,"J",178,"J",801,3,"LITTLE YORK","NY","CORTLAND"
"13088","LIVERPOOL, NY","G",15729,"G",238818,"G",979023,599,"LIVERPOOL","NY","ONONDAGA"
"13089","LIVERPOOL, NY","J",98,"J",1057,"J",5714,4,"LIVERPOOL","NY","ONONDAGA"
"13090","LIVERPOOL, NY","G",8502,"G",79841,"G",339237,529,"LIVERPOOL","NY","ONONDAGA"
"13092","LOCKE, NY","G",114,"G",1144,"G",5244,32,"LOCKE","NY","CAYUGA"
"13093","LYCOMING, NY","J",6,"J",110,"J",381,3,"LYCOMING","NY","OSWEGO"
"13101","MC GRAW, NY","H",165,"G",1223,"H",6628,27,"MC GRAW","NY","CORTLAND"
"13102","MC LEAN, NY","H",26,"G",208,"G",995,6,"MC LEAN","NY","TOMPKINS"
"13103","MALLORY, NY","J",5,"H",31,"H",141,3,"MALLORY","NY","OSWEGO"
"13104","MANLIUS, NY","G",2337,"G",23094,"G",99545,329,"MANLIUS","NY","ONONDAGA"
"13108","MARCELLUS, NY","G",727,"G",7685,"G",38495,125,"MARCELLUS","NY","ONONDAGA"
"13110","MARIETTA, NY","H",91,"G",613,"G",2867,28,"MARIETTA","NY","ONONDAGA"
"13111","MARTVILLE, NY","G",58,"G",529,"G",2512,19,"MARTVILLE","NY","CAYUGA"
"13112","MEMPHIS, NY","J",116,"G",1560,"G",7326,22,"MEMPHIS","NY","ONONDAGA"
"13114","MEXICO, NY","G",593,"G",4526,"G",20953,103,"MEXICO","NY","OSWEGO"
"13115","MINETTO, NY","G",55,"G",401,"G",1755,6,"MINETTO","NY","OSWEGO"
"13116","MINOA, NY","H",217,"H",1706,"H",8549,40,"MINOA","NY","ONONDAGA"
"13117","MONTEZUMA, NY","H",26,"J",161,"H",1013,7,"MONTEZUMA","NY","CAYUGA"
"13118","MORAVIA, NY","G",788,"G",8375,"G",36558,96,"MORAVIA","NY","CAYUGA"
"13120","NEDROW, NY","H",132,"G",1156,"G",6159,28,"NEDROW","NY","ONONDAGA"
"13121","NEW HAVEN, NY","G",12,"H",51,"H",337,6,"NEW HAVEN","NY","OSWEGO"
"13122","NEW WOODSTOCK, NY","J",70,"J",433,"J",2154,18,"NEW WOODSTOCK","NY","MADISON"
"13123","NORTH BAY, NY","J",7,"J",23,"J",113,4,"NORTH BAY","NY","ONEIDA"
"13126","OSWEGO, NY","H",11051,"H",164939,"H",664240,679,"OSWEGO","NY","OSWEGO"
"13131","PARISH, NY","G",312,"G",4915,"G",18610,65,"PARISH","NY","OSWEGO"
"13132","PENNELLVILLE, NY","G",98,"G",509,"G",2593,30,"PENNELLVILLE","NY","OSWEGO"
"13135","PHOENIX, NY","H",719,"G",6730,"G",31087,115,"PHOENIX","NY","OSWEGO"
"13138","POMPEY, NY","J",71,"H",467,"H",2240,10,"POMPEY","NY","ONONDAGA"
"13140","PORT BYRON, NY","H",328,"H",2146,"H",9867,58,"PORT BYRON","NY","CAYUGA"
"13141","PREBLE, NY","J",180,"H",1813,"H",9193,14,"PREBLE","NY","CORTLAND"
"13142","PULASKI, NY","G",1694,"H",18023,"H",79329,174,"PULASKI","NY","OSWEGO"
"13143","RED CREEK, NY","H",200,"H",1739,"G",7713,36,"RED CREEK","NY","WAYNE"
"13144","RICHLAND, NY","J",40,"J",375,"J",1565,9,"RICHLAND","NY","OSWEGO"
"13145","SANDY CREEK, NY","H",117,"G",730,"G",3256,23,"SANDY CREEK","NY","OSWEGO"
"13146","SAVANNAH, NY","G",306,"H",3714,"H",17242,25,"SAVANNAH","NY","WAYNE"
"13147","SCIPIO CENTER, NY","H",36,"J",469,"J",1921,10,"SCIPIO CENTER","NY","CAYUGA"
"13148","SENECA FALLS, NY","H",3200,"H",42720,"H",170238,223,"SENECA FALLS","NY","SENECA"
"13152","SKANEATELES, NY","G",4136,"G",67923,"G",261461,279,"SKANEATELES","NY","ONONDAGA"
"13153","SKANEATELES FALLS, NY","J",1107,"J",29990,"J",186762,19,"SKANEATELES FALLS","NY","ONONDAGA"
"13155","SOUTH OTSELIC, NY","H",64,"J",785,"J",3006,8,"SOUTH OTSELIC","NY","CHENANGO"
"13156","STERLING, NY","H",117,"G",584,"G",3578,26,"STERLING","NY","CAYUGA"
"13157","SYLVAN BEACH, NY","H",161,"G",490,"G",4448,26,"SYLVAN BEACH","NY","ONEIDA"
"13158","TRUXTON, NY","H",103,"H",829,"G",3736,16,"TRUXTON","NY","CORTLAND"
"13159","TULLY, NY","G",1506,"G",14360,"G",70649,115,"TULLY","NY","ONONDAGA"
"13160","UNION SPRINGS, NY","H",303,"G",2261,"G",11225,38,"UNION SPRINGS","NY","CAYUGA"
"13162","VERONA BEACH, NY","H",39,"H",116,"G",740,9,"VERONA BEACH","NY","ONEIDA"
"13163","WAMPSVILLE, NY","H",173,"H",1616,"H",7236,15,"WAMPSVILLE","NY","MADISON"
"13164","WARNERS, NY","H",803,"H",10828,"H",50437,44,"WARNERS","NY","ONONDAGA"
"13165","WATERLOO, NY","H",3541,"H",32551,"H",138461,261,"WATERLOO","NY","SENECA"
"13166","WEEDSPORT, NY","H",1559,"G",12345,"G",55266,85,"WEEDSPORT","NY","CAYUGA"
"13167","WEST MONROE, NY","H",196,"H",1749,"G",8775,56,"WEST MONROE","NY","OSWEGO"
"13201","SYRACUSE, NY","G",740,"H",12390,"H",46676,21,"SYRACUSE","NY","ONONDAGA"
"13202","SYRACUSE, NY","G",15489,"G",237804,"G",1018174,768,"SYRACUSE","NY","ONONDAGA"
"13203","SYRACUSE, NY","H",8261,"H",126858,"H",479444,285,"SYRACUSE","NY","ONONDAGA"
"13204","SYRACUSE, NY","G",12253,"G",175959,"G",742689,652,"SYRACUSE","NY","ONONDAGA"
"13205","SYRACUSE, NY","G",3125,"G",28080,"G",123796,219,"SYRACUSE","NY","ONONDAGA"
"13206","SYRACUSE, NY","G",8382,"G",96059,"G",392163,561,"SYRACUSE","NY","ONONDAGA"
"13207","SYRACUSE, NY","H",528,"H",3708,"H",17906,81,"SYRACUSE","NY","ONONDAGA"
"13208","SYRACUSE, NY","H",5069,"G",49511,"G",209462,397,"SYRACUSE","NY","ONONDAGA"
"13209","SYRACUSE, NY","G",5508,"G",79591,"G",321292,288,"SYRACUSE","NY","ONONDAGA"
"13210","SYRACUSE, NY","G",17041,"G",321512,"G",1360395,453,"SYRACUSE","NY","ONONDAGA"
"13211","SYRACUSE, NY","G",3809,"G",50152,"G",219050,207,"SYRACUSE","NY","ONONDAGA"
"13212","SYRACUSE, NY","G",13081,"G",201583,"G",832304,580,"SYRACUSE","NY","ONONDAGA"
"13214","SYRACUSE, NY","G",9166,"G",125002,"G",496786,361,"SYRACUSE","NY","ONONDAGA"
"13215","SYRACUSE, NY","H",2760,"H",35116,"H",162310,184,"SYRACUSE","NY","ONONDAGA"
"13217","SYRACUSE, NY","G",88,"H",1854,"G",5625,5,"SYRACUSE","NY","ONONDAGA"
"13219","SYRACUSE, NY","G",4618,"G",32569,"G",142118,314,"SYRACUSE","NY","ONONDAGA"
"13220","SYRACUSE, NY","G",436,"H",5393,"G",21938,13,"SYRACUSE","NY","ONONDAGA"
"13221","SYRACUSE, NY","G",1319,"G",46659,"G",134096,8,"SYRACUSE","NY","ONONDAGA"
"13224","SYRACUSE, NY","G",2536,"G",18539,"G",80055,170,"SYRACUSE","NY","ONONDAGA"
"13244","SYRACUSE, NY","J",9961,"J",119390,"J",481556,14,"SYRACUSE","NY","ONONDAGA"
"13261","SYRACUSE, NY","J",34,"G",398,"G",1719,4,"SYRACUSE","NY","ONONDAGA"
"13290","SYRACUSE, NY","H",1703,"G",11197,"G",45102,79,"SYRACUSE","NY","ONONDAGA"
"13301","ALDER CREEK, NY","J",57,"H",371,"G",1739,9,"ALDER CREEK","NY","ONEIDA"
"13302","ALTMAR, NY","J",123,"H",777,"H",3805,9,"ALTMAR","NY","OSWEGO"
"13303","AVA, NY","J",5,"H",110,"H",435,5,"AVA","NY","ONEIDA"
"13304","BARNEVELD, NY","H",452,"G",4148,"G",19895,67,"BARNEVELD","NY","ONEIDA"
"13305","BEAVER FALLS, NY","H",148,"H",2402,"H",9152,13,"BEAVER FALLS","NY","LEWIS"
"13308","BLOSSVALE, NY","G",179,"G",1570,"G",7582,44,"BLOSSVALE","NY","ONEIDA"
"13309","BOONVILLE, NY","G",994,"G",8878,"G",38312,133,"BOONVILLE","NY","ONEIDA"
"13310","BOUCKVILLE, NY","G",156,"G",1254,"G",5829,22,"BOUCKVILLE","NY","MADISON"
"13312","BRANTINGHAM, NY","J",30,"J",185,"J",833,9,"BRANTINGHAM","NY","LEWIS"
"13313","BRIDGEWATER, NY","G",56,"G",321,"G",1618,13,"BRIDGEWATER","NY","ONEIDA"
"13314","BROOKFIELD, NY","G",16,"H",67,"G",418,11,"BROOKFIELD","NY","MADISON"
"13315","BURLINGTON FLATS, NY","H",40,"H",751,"H",3308,11,"BURLINGTON FLATS","NY","OTSEGO"
"13316","CAMDEN, NY","G",1393,"H",16867,"H",64069,121,"CAMDEN","NY","ONEIDA"
"13317","CANAJOHARIE, NY","G",566,"G",6173,"G",23308,60,"CANAJOHARIE","NY","MONTGOMERY"
"13318","CASSVILLE, NY","G",29,"G",188,"G",1050,12,"CASSVILLE","NY","ONEIDA"
"13319","CHADWICKS, NY","G",213,"G",1964,"G",8416,24,"CHADWICKS","NY","ONEIDA"
